Thread ID, Time, Message Type,n,r,k,case
Thread ID: 10, Time: 10:34:24:856 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 52, Time: 10:34:24:869 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 8, Time: 10:34:24:881 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 35, Time: 10:34:24:890 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 7, Time: 10:34:24:901 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 51, Time: 10:34:24:910 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 41, Time: 10:34:24:922 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 63, Time: 10:34:24:934 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 25, Time: 10:34:24:943 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 37, Time: 10:34:24:956 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 40, Time: 10:34:24:968 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 38, Time: 10:34:24:976 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 19, Time: 10:34:24:989 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 42, Time: 10:34:25:004 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 26, Time: 10:34:25:017 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 61, Time: 10:34:25:026 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 62, Time: 10:34:25:037 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 28, Time: 10:34:25:052 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 23, Time: 10:34:25:059 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 54, Time: 10:34:25:071 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 57, Time: 10:34:25:084 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 27, Time: 10:34:25:095 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 30, Time: 10:34:25:105 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 58, Time: 10:34:25:117 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 48, Time: 10:34:25:125 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 53, Time: 10:34:25:135 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 13, Time: 10:34:25:143 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 4, Time: 10:34:25:154 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 5, Time: 10:34:25:163 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 11, Time: 10:34:25:173 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 6, Time: 10:34:25:184 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 21, Time: 10:34:25:193 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 50, Time: 10:34:25:203 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 47, Time: 10:34:25:213 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 17, Time: 10:34:25:222 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 20, Time: 10:34:25:233 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 2, Time: 10:34:25:242 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 64, Time: 10:34:25:254 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 31, Time: 10:34:25:268 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 12, Time: 10:34:25:277 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 16, Time: 10:34:25:289 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 15, Time: 10:34:25:299 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 22, Time: 10:34:25:307 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 36, Time: 10:34:25:319 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 14, Time: 10:34:25:329 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 24, Time: 10:34:25:338 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 9, Time: 10:34:25:349 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 59, Time: 10:34:25:358 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 45, Time: 10:34:25:368 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 60, Time: 10:34:25:378 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 18, Time: 10:34:25:389 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 32, Time: 10:34:25:403 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 43, Time: 10:34:25:418 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 46, Time: 10:34:25:429 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 34, Time: 10:34:25:440 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 33, Time: 10:34:25:456 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 55, Time: 10:34:25:470 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 49, Time: 10:34:25:480 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 3, Time: 10:34:25:490 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 44, Time: 10:34:25:506 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 56, Time: 10:34:25:521 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 29, Time: 10:34:25:534 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 39, Time: 10:34:25:544 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 10, Time: 10:34:25:556 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 52, Time: 10:34:25:570 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 8, Time: 10:34:25:586 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 35, Time: 10:34:25:600 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 7, Time: 10:34:25:611 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 51, Time: 10:34:25:623 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 41, Time: 10:34:25:634 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 63, Time: 10:34:25:644 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 25, Time: 10:34:25:656 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 37, Time: 10:34:25:668 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 40, Time: 10:34:25:681 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 38, Time: 10:34:25:690 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 42, Time: 10:34:25:701 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 26, Time: 10:34:25:709 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 61, Time: 10:34:25:720 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 62, Time: 10:34:25:727 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 28, Time: 10:34:25:738 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 54, Time: 10:34:25:749 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 57, Time: 10:34:25:756 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 27, Time: 10:34:25:769 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 30, Time: 10:34:25:777 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 58, Time: 10:34:25:787 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 48, Time: 10:34:25:799 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 53, Time: 10:34:25:832 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 2, Time: 10:34:19:922 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:19:928 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:19:978 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:19:988 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:036 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:045 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:210 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:220 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:227 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:237 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:281 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:294 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:304 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:315 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:336 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:349 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:357 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:377 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:600 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:614 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:20:624 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:20:638 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:20:649 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:660 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:673 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:20:686 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:20:693 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:20:704 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:20:711 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:721 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:730 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:739 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:751 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:20:758 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:20:771 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:20:781 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:20:797 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:20:808 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:20:820 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:20:833 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:20:842 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:20:855 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:21:140 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:21:167 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:21:174 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:21:186 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:21:198 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:21:207 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:21:221 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:21:234 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:21:242 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:21:253 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:21:263 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:21:273 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:21:284 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:21:291 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:21:301 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:21:308 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:21:320 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:21:329 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:21:340 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:21:354 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:21:371 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:21:386 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:21:401 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:21:415 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:21:424 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:21:437 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:21:449 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:21:457 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:21:471 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:21:483 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:21:491 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:21:502 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:21:510 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:21:520 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:21:590 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:21:601 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:21:621 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:21:634 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:21:649 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:21:656 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:21:669 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:21:682 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:21:691 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:21:702 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:21:713 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:21:724 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:21:737 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:21:746 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:22:137 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:22:150 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:22:160 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:22:170 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:22:176 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:22:185 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:22:191 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:22:201 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:22:207 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 29, Time: 10:34:22:216 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:22:223 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 31, Time: 10:34:22:232 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:22:238 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:22:248 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 32, Time: 10:34:22:255 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 30, Time: 10:34:22:266 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 22, Time: 10:34:22:272 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 24, Time: 10:34:22:282 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 19, Time: 10:34:22:290 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:22:302 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:22:315 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 18, Time: 10:34:22:321 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 21, Time: 10:34:22:332 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 26, Time: 10:34:22:339 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 23, Time: 10:34:22:349 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 27, Time: 10:34:22:355 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 25, Time: 10:34:22:365 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:22:371 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 20, Time: 10:34:22:381 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 17, Time: 10:34:22:387 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:22:397 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 28, Time: 10:34:22:406 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:22:417 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:22:424 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:22:437 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:22:445 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:22:458 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:22:470 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:22:483 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:22:491 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:22:502 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 29, Time: 10:34:22:508 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:22:519 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 31, Time: 10:34:22:531 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:22:539 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:22:549 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 32, Time: 10:34:22:556 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 30, Time: 10:34:22:566 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 22, Time: 10:34:22:573 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 24, Time: 10:34:22:586 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 19, Time: 10:34:22:593 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:22:602 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:22:609 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 18, Time: 10:34:22:618 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 21, Time: 10:34:22:624 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 26, Time: 10:34:22:633 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 23, Time: 10:34:22:640 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 27, Time: 10:34:22:650 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 25, Time: 10:34:22:657 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:22:667 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 20, Time: 10:34:22:673 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 17, Time: 10:34:22:683 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:22:689 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 28, Time: 10:34:22:699 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:22:706 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:22:717 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:22:723 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 7, Time: 10:34:22:733 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:22:739 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:22:749 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:22:755 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:22:765 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:22:771 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 29, Time: 10:34:22:781 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:22:787 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 31, Time: 10:34:22:796 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:22:803 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:22:810 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 32, Time: 10:34:22:819 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 30, Time: 10:34:22:825 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 22, Time: 10:34:22:835 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 24, Time: 10:34:22:841 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 19, Time: 10:34:22:853 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:22:861 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:22:870 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 18, Time: 10:34:22:878 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 21, Time: 10:34:22:888 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 26, Time: 10:34:22:898 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 23, Time: 10:34:22:907 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 27, Time: 10:34:22:919 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 25, Time: 10:34:22:929 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:22:941 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 20, Time: 10:34:22:954 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 17, Time: 10:34:22:968 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:22:979 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 28, Time: 10:34:22:990 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:23:405 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 19, Time: 10:34:23:603 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 23, Time: 10:34:23:631 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 13, Time: 10:34:23:651 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 4, Time: 10:34:23:671 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 5, Time: 10:34:23:683 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 11, Time: 10:34:23:698 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 6, Time: 10:34:23:706 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 21, Time: 10:34:23:718 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 50, Time: 10:34:23:727 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 47, Time: 10:34:23:737 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 17, Time: 10:34:23:747 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 20, Time: 10:34:23:756 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 2, Time: 10:34:23:768 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 64, Time: 10:34:23:777 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 31, Time: 10:34:23:788 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 12, Time: 10:34:23:802 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 16, Time: 10:34:23:815 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 15, Time: 10:34:23:824 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 22, Time: 10:34:23:837 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 36, Time: 10:34:23:847 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 14, Time: 10:34:23:858 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 24, Time: 10:34:23:868 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 9, Time: 10:34:23:879 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 59, Time: 10:34:23:888 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 45, Time: 10:34:23:899 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 60, Time: 10:34:23:906 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 18, Time: 10:34:23:917 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 32, Time: 10:34:23:929 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 43, Time: 10:34:23:941 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 46, Time: 10:34:23:953 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 34, Time: 10:34:23:964 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 33, Time: 10:34:23:975 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 55, Time: 10:34:23:986 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 49, Time: 10:34:23:998 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 3, Time: 10:34:24:012 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 44, Time: 10:34:24:021 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 56, Time: 10:34:24:032 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 29, Time: 10:34:24:041 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 39, Time: 10:34:24:055 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 1, Time: 10:34:24:064 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 10, Time: 10:34:24:073 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 52, Time: 10:34:24:086 19/07/2023, sent GRANT message,128,3,0,3
Thread ID: 8, Time: 10:34:24:098 19/07/2023, sent GRANT message,128,3,0,3
